Job Title,Company,Job Description,Location,Link
"Sales Specialist, Data Analytics Product, Google Cloud",Company Confidential,"QualificationMinimum qualifications:Bachelor's degree or equivalent practical experience.10 years of experience in software sales or account management.Experience promoting data analytics, data warehousing, or data management software.Preferred qualifications:Experience with business intelligence front-end, data analytics middleware, or back-end data warehouse technologiesExperience working with sales engineers and customer technical leads to build business cases for transformation and accompanying plans for implementation.Understanding of data analytics technology stack (e.g., Hadoop/Spark, Columnar data warehouses, data streaming, ETL and data governance, predictive analytics, data science framework, etc.).Understanding of Google Cloud Data and Analytics offerings (e.g., BigQuery, Looker, Dataproc, Pub/Sub, etc.).Ability to engage and influence executive stakeholders as a business advisor and thought leader in data and analytics.Excellent business acumen and problem-solving skills.DescriptionAs a member of the Google Cloud team, you inspire leading companies, schools, and government agencies to work smarter with Google tools like Google Workspace, Search, and Chrome. You advocate for the innovative power of our products to make organizations more productive, collaborative, and mobile. Your guiding light is doing what’s right for the customer, you will meet customers exactly where they are at and provide them the best solutions for innovation. Using your passion for Google products, you help spread the magic of Google to organizations around the world.In this role, you will build an understanding of our customers businesses and bring expertise to executive-level relationships to help them deliver their strategies. You will leverage expertise promoting data analytics and work with account teams, customer engineering, and partners to ensure customer outcomes.Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.ResponsibilitiesCalibrate the business against the objectives and key results, accurately forecasting and reporting the state of the business for the assigned territory.Build and maintain executive relationships with customers as the data analytics subject matter expert, influencing long-term strategic direction.Develop and execute strategic account plans, including a broader enterprise plan across key industries that focus on building accounts.Assist customers in identifying use cases suitable for Google Cloud data and analytics solutions, articulating key solution differentiators and measurable business impacts.Work with Google account and technical teams to develop and drive pipeline, and provide expertise. Develop Go-To-Market (GTM) efforts with Google Cloud Platform partners.SummaryBachelor's degree or equivalent practical experience.10 years of experience in software sales or account management.Experience promoting data analytics, data warehousing, or data management software.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80283864?type=standard&ref=search-standalone
Data Analitics,PT Kinarya Alihdaya Mandiri,"Requirement :Pendidikan Minimal S1 Teknik Informatika/Sistem Informasi/Teknik Telekomunikasi/Manajemen Informatika/Statistika/MatematikaMemahami pemrograman Python, Shell Script dan SQL, Query Database dan Scipting UnixMemiliki Pengalaman kerja minimal 1 Tahun dibidang Data AnaliticsLebih disukai Memahami Aplikasi Pentaho / Tableau dan HADOOPDapat bekerja dalam team, KomunikatifDapat menangani tugas secara bersamaan (multitasking) dan Fast learnerMenguasai MS Office dengan baikBersedia berkerja overtimeResponsibilities :Membuat reporting daily, weekly & monthlyMengerjakan hal yang berhungan dengan SQL DatabasePengolahan data menggunakan SQL, Data Entry (Excel)Bertanggungjawab dalam menggabunkan databasePengolahan BigdataMelakukan analisa laporan & Membuat Script SQL","Jakarta Selatan, Jakarta Raya",https://www.jobstreet.co.id/id/job/80323004?type=standard&ref=search-standalone
Jr. Data Analyst,PT Beaute Haul Indonesia (Beautyhaul - Somethinc),"About the companyBeautyhaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail. Due to its exponential growth, the company has attracted investment from a reputable investor, Sequoia Capital.Our first brand ''Somethinc'' was founded in 2019, and is currently the #1 skincare brand in e-commerce & modern trade with >1M social media followers. Our second brand Glowinc is breaking the boundaries by offering genderless products at affordable prices. Our offline/online commerce Beautyhaul is the core for carrying multiple brands that we have directly to our customers. We are incubating more and more business models in our platform and aim to be a strong regional player in the beauty, within the South Asia region.Responsibilities:Collaborate with stakeholders to address data-related technical challenges and support data infrastructure needs.Work with data and analytics experts to enhance the functionality of data systems.Provide data-driven solutions or alternatives to business challenges.Collaborate with data engineering and analytics teams to design and implement data solutions.Design reports and performance measurement dashboards to support business needs.Design and implement internal process improvements, such as automating manual processes and optimizing data delivery.Build analytics tools utilizing the data pipeline to provide actionable insights into key business performance metrics.Requirements:Fast learner with the ability to quickly grasp new concepts and technologies.Strong analytical and logical thinking skills.Excellent communication skills with the ability to interact effectively with individuals at all levels.Positive attitude and pleasant personality conducive to collaboration and teamwork.Proficiency in SQL and data visualization tools such as Metabase or Power BI.Understanding of data privacy and security regulations.Minimum of 1 year of experience in a related field.Bachelor's degree in Computer Science, Information Systems, or related fieldWe have a 'CREATE' culture (Collaborative, Responsible, Eccentric, Agile, Tough, Effective). We are looking for more people to join us, who are excited to disrupt the traditional beauty industry with product innovation and non-linear growth, who want to build a profitable start-up into a unicorn company, and who will always learn and do the right thing.Apply for Position","Kalideres, Jakarta Raya",https://www.jobstreet.co.id/id/job/79917814?type=standard&ref=search-standalone
Data Engineering,Kalbe Consumer Health (PT Saka Farma Laboratories),"What You Will Do?Collect and analyze data to forecast sales trends over time, understand issues, and proactively address themReview historical sales data to identify productivity trendsPrepare accurate reports using data from internal and external sourcesPresent actionable insights to team members and managementWork with stakeholders to assist with data-related technical issues and support their data infrastructure needsDevelop data analytics tools and a data analytics team to assist them in building and optimizing KCH productsCollaborate with team members and members of other departmentsCollaborate with data and analytics experts to strive for better functionality within KCH's data systemsWhat You Will Need?Bachelor's degree in a quantitative field such as Statistics, Mathematics, Economics, Computer Science, Data Science, or a related field.Recent graduate or 2 years of experience as a data engineer, data analyst, or in a related role.Skilled in creating meaningful and insightful data visualizations.Proficient in using advanced analytic tools and languages such as using tools such as Tableau, Power BI, or Python for data analysis and modeling.Experience in handling and analyzing large datasets, including unstructured data, using big data technologies.Strong analytical skills with the ability to break down complex problems and ensure data accuracy for reliable insights.","Jakarta Utara, Jakarta Raya",https://www.jobstreet.co.id/id/job/80182814?type=standout&ref=search-standalone
"Trainer of Data (Data Engineering, Data Visualization and Data Science)",PT Cybertrend Intrabuana,"We are SmartCyber, a member of Cybertrend, one of the leading data science consultants in Indonesia.At CYBERTREND, we bridge the gap between education and industry. We understand that relevant competencies are crucial in an ever-evolving workforce. Our mission is to create an educational and training ecosystem that aligns with industry needs, producing top-tier talents ready to compete globally.As aTRAINER FOR DATA ENGINEERING, DATA VISUALIZATION, AND DATA SCIENCE, you will be part of the core team, contributing to building the institution towards success and accelerating your professional career through competency certification.Your responsibilities will include developing and delivering training programs, creating engaging learning materials, conducting both in-person and virtual training sessions, staying updated with industry trends, providing mentorship to trainees, and collaborating with other trainers and experts to continuously improve the curriculum.",Jakarta Raya,https://www.jobstreet.co.id/id/job/79660453?type=standard&ref=search-standalone
Data Analyst,PT Crif Lembaga Informasi Keuangan,"Job Descriptions:Working closely with the international CRIF Data Analytics and local Operations Teams to deliver:Maintain existing and support development of new Credit Informationand Credit Scoring productsDevelopment and maintenance of insightful statistics to internal and external clients2. Provide support to our sales team for the following:Provide technical knowledge such as credit scoring, credit analysis, etc.Assist in pre-sales activity such portfolio analysis and backtestingCustomized analytics for internal and external clientsJob Requirements:Minimum 3 years of experience in similar job functions – data management and analyticsMaster’s degree in economics, Mathematics, or StatisticsDemonstrate proven proficiency in EnglishHave the ability to plan, organize, and structure work.Understand SQL for data management.Having exposure to Python/R/Pyspark and the ability to utilize ML methods for predictive analytics is a must.Skilled in productivity applications: Excel, Word, PowerPointShowcase good analytical, evaluative and information presentation skills.Showcase good written and oral communication skills both in English and Bahasa.Have good interpersonal skills and team spirit as well as the ability to multitask.Experience in the financial industry, preferably fintech.Having some knowledge of credit risk analysis/management (credit lifecycle), preferably in personal loans.Experience in creating and maintaining reports/dashboards for internal/external clients is a plus.",Jakarta Raya,https://www.jobstreet.co.id/id/job/80183675?type=standout&ref=search-standalone
AI & MACHINE LEARNING SPECIALIST,PT Motasa Indonesia ( Ladaku ),"Memiliki kemampuan dalam menganalisaMachine Learning (ML) Objectiveberdasarkan kebutuhan yang diajukanMemiliki pengalaman dalam membuat dan pengembanganMachine Learning (ML) pipelinesMembuat dan mendesain solusiMachine Learning (ML)/Deep Learning (DL)dan mengintegrasikannya ke berbagai media penyimpanan sesuai kebutuhanMampu melakukan perbaikan masalah modelMachine Learning (ML), termasuk memberikan rekomendasi untukretrain, revalidate, ataupun optimisasiMemiliki pengalaman dalam membuatModel Machine Learning (ML)dan menerapkan pada kasus riilMemahami algoritmaMachine Learning (ML)termasuk klasifikasi, regresi,clusteringdan sebagainyaMemahamilibraryuntukMachine Learning (ML)dari berbagai bahasa pemrograman (diutamakan dengan library Ultralytics, TensorFlow, PandasAI, Scikit, dan sebagainya)Memiliki pemahaman dan pengusaan bahasa pemrograman Python dan JSMemiliki pemahaman dalam menggunakan library Computer Vision dan tools untuk pembuatan MLMemiliki pengalaman dalam proses training dan predict ML dengan menggunakan banyak GPU dengan CUDAMemiliki pengalaman dalam menggunakan Code Versioning Tools seperti GitMemiliki pengalaman dalam menggunakanMachine Learning (ML)experiment tracking toolsseperti TensorBoard, WandB, atau Neptune","Mojosari, Jawa Timur",https://www.jobstreet.co.id/id/job/80208632?type=standout&ref=search-standalone
Data Analyst,Company Confidential,"Deskripsi Pekerjaan- Merancang dan memelihara sistem data dan database. Hal ini juga termasuk memperbaiki kesalahan pengkodean dan masalah terkait data lainnya.
- Mengidentifikasi data dari sumber primer dan sekunder, kemudian menata ulang data tersebut dalam format yang dapat dengan mudah dibaca oleh manusia atau mesin.
- Menggunakan alat statistik untuk menginterpretasikan kumpulan data, memberikan perhatian khusus pada tren dan pola yang dapat bermanfaat untuk upaya analitik diagnostik dan prediktif.Syarat Pekerjaan- Pendidikan min S1 matematika/Fisika
- Mampu melakukan pengolahan data pada excel
- siap bekerja dengan deadline","Denpasar, Bali",https://www.jobstreet.co.id/id/job/76620924?type=standard&ref=search-standalone
Data Scientist – Remote,Company Confidential,"Company Overview:Boo is a personality-based social/dating app that allows you to deeply understand anyone and connect with people who intuitively understand you.The RoleThe Role: Data Scientist – RemoteJob Description:We are seeking a skilled Data Scientist to join our team. As a Data Scientist, you will be responsible for interpreting complex data sets to provide actionable insights and solutions. Your role will involve developing algorithms, conducting statistical analysis, and creating predictive models to optimize decision-making processes.Responsibilities:Analyze large datasets to identify trends, patterns, and correlations.Develop predictive models and algorithms to solve business problems.Design and implement data-driven solutions to improve business processes and decision-making.Collaborate with cross-functional teams to understand business requirements and provide analytical support.Communicate findings and recommendations to stakeholders through visualizations, reports, and presentations.Stay updated with the latest trends and advancements in data science and machine learning techniques.Continuously evaluate and enhance data quality and integrity.Ideal ProfileQualifications:Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, or a related field.Proven experience in data analysis, statistical modeling, and machine learning techniques.Proficiency in programming languages such as Python, R, or SQL.Strong problem-solving skills and the ability to translate business requirements into data-driven solutions.Excellent communication skills with the ability to convey complex technical concepts to non-technical stakeholders.Experience with data visualization tools (e.g., Tableau, matplotlib, seaborn) is a plus.Familiarity with big data technologies (e.g., Hadoop, Spark) and cloud platforms (e.g., AWS, Azure) is a plus.A collaborative mindset with the ability to work effectively in a team environment.﻿What's on Offer?Work within a company with a solid track record of successWork alongside & learn from best in class talentExcellent career development opportunities",Jakarta Raya,https://www.jobstreet.co.id/id/job/74128470?type=standard&ref=search-standalone
Jr. Data Analyst,PT Beaute Haul Indonesia (Beautyhaul - Somethinc),"About the companyBeautyhaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail. Due to its exponential growth, the company has attracted investment from a reputable investor, Sequoia Capital.Our first brand ''Somethinc'' was founded in 2019, and is currently the #1 skincare brand in e-commerce & modern trade with >1M social media followers. Our second brand Glowinc is breaking the boundaries by offering genderless products at affordable prices. Our offline/online commerce Beautyhaul is the core for carrying multiple brands that we have directly to our customers. We are incubating more and more business models in our platform and aim to be a strong regional player in the beauty, within the South Asia region.Responsibilities:Collaborate with stakeholders to address data-related technical challenges and support data infrastructure needs.Work with data and analytics experts to enhance the functionality of data systems.Provide data-driven solutions or alternatives to business challenges.Collaborate with data engineering and analytics teams to design and implement data solutions.Design reports and performance measurement dashboards to support business needs.Design and implement internal process improvements, such as automating manual processes and optimizing data delivery.Build analytics tools utilizing the data pipeline to provide actionable insights into key business performance metrics.Requirements:Fast learner with the ability to quickly grasp new concepts and technologies.Strong analytical and logical thinking skills.Excellent communication skills with the ability to interact effectively with individuals at all levels.Positive attitude and pleasant personality conducive to collaboration and teamwork.Proficiency in SQL and data visualization tools such as Metabase or Power BI.Understanding of data privacy and security regulations.Minimum of 1 year of experience in a related field.Bachelor's degree in Computer Science, Information Systems, or related fieldWe have a 'CREATE' culture (Collaborative, Responsible, Eccentric, Agile, Tough, Effective). We are looking for more people to join us, who are excited to disrupt the traditional beauty industry with product innovation and non-linear growth, who want to build a profitable start-up into a unicorn company, and who will always learn and do the right thing.Apply for Position","Kalideres, Jakarta Raya",https://www.jobstreet.co.id/id/job/79917814?type=standard&ref=search-standalone
Data Analyst,Snaphunt,"The OfferGreat OpportunityThe JobYou will be responsible for :Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.The ProfileYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 1 year experience, ideally within a Data Analyst role.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You have working knowledge of excelYou are a strong networker & relationship builderYou pay strong attention to detail and deliver work that is of a high standardYou are highly goal driven and work well in fast paced environmentsThe EmployerOur client Customer Success Manager Data Analyst specializing in freelance remote recruitment. Combining HR expertise with technical skills, I streamline hiring process using tools like Excel Google Sheets to efficiently place top-tier talent. With a focus on precision, data organization, and tailored recruitment solutions, I help companies find the right candidates quickly effectively. Let’s connect!",Jakarta Raya,https://www.jobstreet.co.id/id/job/80616823?type=standard&ref=search-standalone
Data Analyst,Paytech Nexus,"Term: 12 monthsRequired Qualifications:A degree in a Quantitative field such as Statistics, Mathematics, Operational Research, Computer Science, Economics, or EngineeringA minimum of 3-5 years of relevant work in performing data exploration and feature engineeringProficiency in statistical techniques such as Gradient Boosting, Linear & Logistic Regression, Decision Trees, ClusteringProficiency in using query languages such as Python, and in Data Analysis and Management Tools such as SQL, Power BIStrong ability to interpret complex data into actionable insights to identify opportunities for growth and improvementExcellent stakeholder management skills, with a collaborative, diplomatic, and flexible approachExcellent presentation skills, including the ability to communicate complex ideas effectively, both verbally and in writingProficiency in storyboarding data storytelling, with strong skills in MS Excel and MS PowerPointUnderstanding of local market conditions and industry regulationsNice to have:Understand the macro trends impacting payments, banks and financial services and assimilate the information to develop value propositions and execute client adoption.Responsibilities:Hands-on development of detailed project scopes and methodologies, as well as designing, and implementing solutions using appropriate tools and techniquesEnsuring quality control and maintaining up-to-date documentation for all data science projectsMonitoring client portfolio growth data, identifying spending trends, and pinpointing growth opportunities using non-traditional data and new modeling techniquesProviding data support for card campaign design, including identification of customer spending tiers, set-up and maintenance of Test & Control groups for campaign targeting, and performance tracking of ongoing and tactical campaignsRegularly tracking and benchmarking the portfolio dashboard, focusing on market segments and channel opportunities, and providing data-driven insights to enhance performance of both ongoing and ad-hoc/tactical campaignsManaging communication with clients and stakeholders effectively",Jakarta Raya,https://www.jobstreet.co.id/id/job/80218654?type=standard&ref=search-standalone
Data Analyst (for Manufacture Industry),PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"REQUIREMENTS:Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etcExperience querying databases and using statistical computer languages: R, Python, SQL, etcMust have good skill in statistic or mathematics programming (e.g. R or Python, etc.)Able to operate data visualization tools i.e. power BI",Jakarta Raya,https://www.jobstreet.co.id/id/job/79819606?type=standard&ref=search-standalone
Data Scientist,Snaphunt,"The OfferWork within a company with a solid track record of successWork alongside & learn from best in class talentExcellent career development opportunitiesThe JobResponsibilities:Analyze large datasets to identify trends, patterns, and correlations.Develop predictive models and algorithms to solve business problems.Design and implement data-driven solutions to improve business processes and decision-making.Collaborate with cross-functional teams to understand business requirements and provide analytical support.Communicate findings and recommendations to stakeholders through visualizations, reports, and presentations.Stay updated with the latest trends and advancements in data science and machine learning techniques.Continuously evaluate and enhance data quality and integrity.The ProfileQualifications:Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, or a related field.Proven experience in data analysis, statistical modeling, and machine learning techniques.Proficiency in programming languages such as Python, R, or SQL.Strong problem-solving skills and the ability to translate business requirements into data-driven solutions.Excellent communication skills with the ability to convey complex technical concepts to non-technical stakeholders.Experience with data visualization tools (e.g., Tableau, matplotlib, seaborn) is a plus.Familiarity with big data technologies (e.g., Hadoop, Spark) and cloud platforms (e.g., AWS, Azure) is a plus.A collaborative mindset with the ability to work effectively in a team environment.﻿The EmployerOur client is a personality-based social/dating app that allows you to deeply understand anyone and connect with people who intuitively understand you.",Jakarta Raya,https://www.jobstreet.co.id/id/job/75857475?type=standard&ref=search-standalone
Data Annotation Specialist - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Surabaya, Jawa Timur",https://www.jobstreet.co.id/id/job/76687905?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Medan, Sumatera Utara",https://www.jobstreet.co.id/id/job/76687840?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Palembang, Sumatera Selatan",https://www.jobstreet.co.id/id/job/76687663?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.",Jawa Timur,https://www.jobstreet.co.id/id/job/76687621?type=standard&ref=search-standalone
Data Scientist,PT Nutrifood Indonesia,"Data ScientistMahasiswa tingkat akhir/ S1 dengan jurusan Matematika/ Statistika/ Data Science/ Computer Science, dengan min IPK 3.25Memiliki kemampuan komunikasi dan berpikir sistematis yang baikFamiliar dengan pengelolaan data dan bahasa pemograman seperti phython, R, SQL dan data visualization.Bersedia ditempatkan di pabrikPERINGATANNutrifood hanya membuka lowongan pekerjaan secara online dalam laman ini dan beberapa situs pencari kerja ternama, serta tidak akan pernah memungut biaya apapun dalam proses rekrutmennya.Kepada para calon pelamar diharapkan lebih seksama dan cermat saat melihat info lowongan pekerjaan yang mengatasnamakan Nutrifood. Jika terdapat keraguan atau pertanyaan mengenai info lowongan pekerjaan atau pemanggilan proses rekrutmen, dapat menghubungi kami melalui nomor telepon021-2963 5700atau email:[email protected]Sila cek FAQ untuk info lainnya.Jika posisi yang kamu inginkan tidak ada, tetaplah mengisi cv online, untuk kami simpan di database dan akan kami proses jika dibutuhkan. Isikan CV kamu di sini",Jakarta Raya,https://www.jobstreet.co.id/id/job/79953225?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Surakarta, Jawa Tengah",https://www.jobstreet.co.id/id/job/76687629?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Bekasi, Jawa Barat",https://www.jobstreet.co.id/id/job/76687983?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Malang, Jawa Timur",https://www.jobstreet.co.id/id/job/76688054?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.",Jakarta Raya,https://www.jobstreet.co.id/id/job/76688003?type=standard&ref=search-standalone
Data Annotator - Freelance,Mindrift,"Annotation drives AI’s capabilities.Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As anAI Tutor - Expert Annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. In this role, you help pave the way for more reliable and responsible AI models by laying the groundwork through precise annotation.Responsibilities:Accurately label and annotate data following comprehensive project guidelines.Make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.Actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.Consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.RequirementsOur ideal candidate:Has great command of English: advanced (C1) / proficiency (C2) / native level.Has a keen eye for detail: precision is paramount in data labeling.Is a dedicated performer who recognizes the importance of even routine tasks.BenefitsBe part of a significant project for a leading technology company, making a substantial impact on the future of AI.Enjoy the flexibility of a part-time, remote role that accommodates your schedule.Try your hand at an AI project and enrich your portfolio with new experiences.","Banjarmasin, South Kalimantan",https://www.jobstreet.co.id/id/job/76687863?type=standard&ref=search-standalone
